{level:"WARN", timestamp:"2022-06-17 09:13:55,548", file:"AuthController.java", line:"82", message:"Failed login. User: eq, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:06:09,910", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:06:13,495", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:08:33,820", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:10:28,061", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:12:38,864", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:12:47,566", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:12:49,933", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:13:00,769", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:13:02,849", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:13:04,667", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:13:07,014", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:13:08,669", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:13:10,314", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:13:12,152", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:14:22,620", file:"AuthController.java", line:"85", message:"Failed login. User: jovanprcko@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:17:20,599", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:17:37,017", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:17:39,579", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:17:41,660", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:17:55,226", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:17:58,914", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:25:41,852", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:25:44,051", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:25:45,611", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:25:47,228", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:25:48,878", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:25:50,588", file:"AuthController.java", line:"85", message:"Failed login. User: neki@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:38:27,256", file:"AuthController.java", line:"85", message:"Failed login. User: jovanprcko@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:38:30,017", file:"AuthController.java", line:"85", message:"Failed login. User: jovanprcko@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:38:31,679", file:"AuthController.java", line:"85", message:"Failed login. User: jovanprcko@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:38:33,486", file:"AuthController.java", line:"85", message:"Failed login. User: jovanprcko@gmail.com, Bad credentials."}
{level:"WARN", timestamp:"2022-06-18 01:38:35,155", file:"AuthController.java", line:"85", message:"Failed login. User: jovanprcko@gmail.com, Bad credentials."}
